"t" "L1_cat" "L2_cat" "count"
-1562 "EF" "EFSS" 0
-1562 "EDPM" "TCEM" 5
-1561 "EF" "EFTF" 1
-1561 "EF" "EFSS" 0
-1561 "EDPM" "TCEM" 9
-1560 "EF" "EFTF" 0
-1560 "EF" "EFSS" 0
-1560 "EDPM" "TCEM" 5
-1559 "EF" "EFTF" 0
-1559 "EF" "EFSS" 0
-1559 "EDPM" "TCEM" 7
-1558 "EF" "EFTF" 2
-1558 "EF" "EFSS" 1
-1558 "EDPM" "TCEM" 3
-1557 "EF" "EFTF" 0
-1557 "EF" "EFSS" 0
-1557 "EDPM" "TCEM" 4
-1556 "EF" "EFTF" 1
-1556 "EF" "EFSS" 0
-1556 "EDPM" "TCEM" 4
-1555 "EF" "EFTF" 1
-1555 "EF" "EFSS" 0
-1555 "EDPM" "TCEM" 8
-1554 "EF" "EFTF" 0
-1554 "EF" "EFSS" 1
-1554 "EDPM" "TCEM" 8
-1553 "EF" "EFTF" 0
-1553 "EF" "EFSS" 0
-1553 "EDPM" "TCEM" 0
-1552 "EF" "EFTF" 0
-1552 "EF" "EFSS" 0
-1552 "EDPM" "TCEM" 7
-1551 "EF" "EFTF" 0
-1551 "EF" "EFSS" 1
-1551 "EDPM" "TCEM" 4
-1550 "EF" "EFTF" 3
-1550 "EF" "EFSS" 1
-1550 "EDPM" "TCEM" 10
-1549 "EF" "EFTF" 1
-1549 "EF" "EFSS" 0
-1549 "EDPM" "TCEM" 3
-1548 "EF" "EFTF" 1
-1548 "EF" "EFSS" 0
-1548 "EDPM" "TCEM" 3
-1547 "EF" "EFTF" 0
-1547 "EF" "EFSS" 0
-1547 "EDPM" "TCEM" 3
-1546 "EF" "EFTF" 0
-1546 "EF" "EFSS" 0
-1546 "EDPM" "TCEM" 5
-1545 "EF" "EFTF" 0
-1545 "EF" "EFSS" 0
-1545 "EDPM" "TCEM" 5
-1544 "EF" "EFTF" 0
-1544 "EF" "EFSS" 1
-1544 "EDPM" "TCEM" 8
-1543 "EF" "EFTF" 1
-1543 "EF" "EFSS" 0
-1543 "EDPM" "TCEM" 7
-1542 "EF" "EFTF" 1
-1542 "EF" "EFSS" 0
-1542 "EDPM" "TCEM" 2
-1541 "EF" "EFTF" 0
-1541 "EF" "EFSS" 0
-1541 "EDPM" "TCEM" 4
-1540 "EF" "EFTF" 0
-1540 "EF" "EFSS" 2
-1540 "EDPM" "TCEM" 13
-1539 "EF" "EFTF" 0
-1539 "EF" "EFSS" 0
-1539 "EDPM" "TCEM" 6
-1538 "EF" "EFTF" 0
-1538 "EF" "EFSS" 0
-1538 "EDPM" "TCEM" 4
-1537 "EF" "EFTF" 1
-1537 "EF" "EFSS" 0
-1537 "EDPM" "TCEM" 6
-1536 "EF" "EFTF" 0
-1536 "EF" "EFSS" 0
-1536 "EDPM" "TCEM" 8
-1535 "EF" "EFTF" 0
-1535 "EF" "EFSS" 0
-1535 "EDPM" "TCEM" 2
-1534 "EF" "EFTF" 0
-1534 "EF" "EFSS" 1
-1534 "EDPM" "TCEM" 7
-1533 "EF" "EFTF" 1
-1533 "EF" "EFSS" 0
-1533 "EDPM" "TCEM" 2
-1532 "EF" "EFTF" 1
-1532 "EF" "EFSS" 0
-1532 "EDPM" "TCEM" 6
-1531 "EF" "EFTF" 0
-1531 "EF" "EFSS" 0
-1531 "EDPM" "TCEM" 1
-1530 "EF" "EFTF" 1
-1530 "EF" "EFSS" 1
-1530 "EDPM" "TCEM" 6
-1529 "EF" "EFTF" 1
-1529 "EF" "EFSS" 1
-1529 "EDPM" "TCEM" 4
-1528 "EF" "EFTF" 0
-1528 "EF" "EFSS" 0
-1528 "EDPM" "TCEM" 4
-1527 "EF" "EFTF" 1
-1527 "EF" "EFSS" 1
-1527 "EDPM" "TCEM" 5
-1526 "EF" "EFTF" 0
-1526 "EF" "EFSS" 0
-1526 "EDPM" "TCEM" 4
-1525 "EF" "EFTF" 0
-1525 "EF" "EFSS" 0
-1525 "EDPM" "TCEM" 5
-1524 "EF" "EFTF" 0
-1524 "EF" "EFSS" 0
-1524 "EDPM" "TCEM" 6
-1523 "EF" "EFTF" 2
-1523 "EF" "EFSS" 0
-1523 "EDPM" "TCEM" 4
-1522 "EF" "EFTF" 1
-1522 "EF" "EFSS" 0
-1522 "EDPM" "TCEM" 8
-1521 "EF" "EFTF" 1
-1521 "EF" "EFSS" 0
-1521 "EDPM" "TCEM" 5
-1520 "EF" "EFTF" 1
-1520 "EF" "EFSS" 0
-1520 "EDPM" "TCEM" 3
-1519 "EF" "EFTF" 0
-1519 "EF" "EFSS" 0
-1519 "EDPM" "TCEM" 5
-1518 "EF" "EFTF" 1
-1518 "EF" "EFSS" 0
-1518 "EDPM" "TCEM" 2
-1517 "EF" "EFTF" 0
-1517 "EF" "EFSS" 0
-1517 "EDPM" "TCEM" 3
-1516 "EF" "EFTF" 2
-1516 "EF" "EFSS" 2
-1516 "EDPM" "TCEM" 9
-1515 "EF" "EFTF" 0
-1515 "EF" "EFSS" 0
-1515 "EDPM" "TCEM" 6
-1514 "EF" "EFTF" 1
-1514 "EF" "EFSS" 0
-1514 "EDPM" "TCEM" 7
-1513 "EF" "EFTF" 0
-1513 "EF" "EFSS" 0
-1513 "EDPM" "TCEM" 9
-1512 "EF" "EFTF" 3
-1512 "EF" "EFSS" 0
-1512 "EDPM" "TCEM" 4
-1511 "EF" "EFTF" 0
-1511 "EF" "EFSS" 0
-1511 "EDPM" "TCEM" 7
-1510 "EF" "EFTF" 1
-1510 "EF" "EFSS" 1
-1510 "EDPM" "TCEM" 7
-1509 "EF" "EFTF" 0
-1509 "EF" "EFSS" 0
-1509 "EDPM" "TCEM" 4
-1508 "EF" "EFTF" 0
-1508 "EF" "EFSS" 1
-1508 "EDPM" "TCEM" 1
-1507 "EF" "EFTF" 0
-1507 "EF" "EFSS" 0
-1507 "EDPM" "TCEM" 5
-1506 "EF" "EFTF" 0
-1506 "EF" "EFSS" 1
-1506 "EDPM" "TCEM" 7
-1505 "EF" "EFTF" 0
-1505 "EF" "EFSS" 0
-1505 "EDPM" "TCEM" 3
-1504 "EF" "EFTF" 1
-1504 "EF" "EFSS" 0
-1504 "EDPM" "TCEM" 3
-1503 "EF" "EFTF" 0
-1503 "EF" "EFSS" 0
-1503 "EDPM" "TCEM" 7
-1502 "EF" "EFTF" 0
-1502 "EF" "EFSS" 0
-1502 "EDPM" "TCEM" 2
-1501 "EF" "EFTF" 2
-1501 "EF" "EFSS" 0
-1501 "EDPM" "TCEM" 6
-1500 "EF" "EFTF" 0
-1500 "EF" "EFSS" 0
-1500 "EDPM" "TCEM" 5
-1499 "EF" "EFTF" 1
-1499 "EF" "EFSS" 0
-1499 "EDPM" "TCEM" 5
-1498 "EF" "EFTF" 0
-1498 "EF" "EFSS" 0
-1498 "EDPM" "TCEM" 4
-1497 "EF" "EFTF" 0
-1497 "EF" "EFSS" 0
-1497 "EDPM" "TCEM" 3
-1496 "EF" "EFTF" 0
-1496 "EF" "EFSS" 1
-1496 "EDPM" "TCEM" 5
-1495 "EF" "EFTF" 0
-1495 "EF" "EFSS" 0
-1495 "EDPM" "TCEM" 5
-1494 "EF" "EFTF" 0
-1494 "EF" "EFSS" 0
-1494 "EDPM" "TCEM" 4
-1493 "EF" "EFTF" 0
-1493 "EF" "EFSS" 1
-1493 "EDPM" "TCEM" 5
-1492 "EF" "EFTF" 0
-1492 "EF" "EFSS" 0
-1492 "EDPM" "TCEM" 6
-1491 "EF" "EFTF" 0
-1491 "EF" "EFSS" 0
-1491 "EDPM" "TCEM" 4
-1490 "EF" "EFTF" 1
-1490 "EF" "EFSS" 0
-1490 "EDPM" "TCEM" 5
-1489 "EF" "EFTF" 0
-1489 "EF" "EFSS" 0
-1489 "EDPM" "TCEM" 2
-1488 "EF" "EFTF" 0
-1488 "EF" "EFSS" 1
-1488 "EDPM" "TCEM" 1
-1487 "EF" "EFTF" 1
-1487 "EF" "EFSS" 1
-1487 "EDPM" "TCEM" 9
-1486 "EF" "EFTF" 2
-1486 "EF" "EFSS" 0
-1486 "EDPM" "TCEM" 6
-1485 "EF" "EFTF" 0
-1485 "EF" "EFSS" 0
-1485 "EDPM" "TCEM" 0
-1484 "EF" "EFTF" 0
-1484 "EF" "EFSS" 0
-1484 "EDPM" "TCEM" 4
-1483 "EF" "EFTF" 0
-1483 "EF" "EFSS" 0
-1483 "EDPM" "TCEM" 6
-1482 "EF" "EFTF" 0
-1482 "EF" "EFSS" 1
-1482 "EDPM" "TCEM" 7
-1481 "EF" "EFTF" 0
-1481 "EF" "EFSS" 0
-1481 "EDPM" "TCEM" 6
-1480 "EF" "EFTF" 1
-1480 "EF" "EFSS" 0
-1480 "EDPM" "TCEM" 3
-1479 "EF" "EFTF" 0
-1479 "EF" "EFSS" 1
-1479 "EDPM" "TCEM" 4
-1478 "EF" "EFTF" 1
-1478 "EF" "EFSS" 0
-1478 "EDPM" "TCEM" 6
-1477 "EF" "EFTF" 1
-1477 "EF" "EFSS" 0
-1477 "EDPM" "TCEM" 10
-1476 "EF" "EFTF" 1
-1476 "EF" "EFSS" 0
-1476 "EDPM" "TCEM" 12
-1475 "EF" "EFTF" 1
-1475 "EF" "EFSS" 2
-1475 "EDPM" "TCEM" 5
-1474 "EF" "EFTF" 1
-1474 "EF" "EFSS" 1
-1474 "EDPM" "TCEM" 7
-1473 "EF" "EFTF" 0
-1473 "EF" "EFSS" 0
-1473 "EDPM" "TCEM" 7
-1472 "EF" "EFTF" 0
-1472 "EF" "EFSS" 0
-1472 "EDPM" "TCEM" 4
-1471 "EF" "EFTF" 0
-1471 "EF" "EFSS" 0
-1471 "EDPM" "TCEM" 5
-1470 "EF" "EFTF" 0
-1470 "EF" "EFSS" 1
-1470 "EDPM" "TCEM" 3
-1469 "EF" "EFTF" 0
-1469 "EF" "EFSS" 0
-1469 "EDPM" "TCEM" 7
-1468 "EF" "EFTF" 4
-1468 "EF" "EFSS" 1
-1468 "EDPM" "TCEM" 8
-1467 "EF" "EFTF" 1
-1467 "EF" "EFSS" 1
-1467 "EDPM" "TCEM" 10
-1466 "EF" "EFTF" 1
-1466 "EF" "EFSS" 0
-1466 "EDPM" "TCEM" 5
-1465 "EF" "EFTF" 0
-1465 "EF" "EFSS" 0
-1465 "EDPM" "TCEM" 3
-1464 "EF" "EFTF" 0
-1464 "EF" "EFSS" 0
-1464 "EDPM" "TCEM" 5
-1463 "EF" "EFTF" 0
-1463 "EF" "EFSS" 0
-1463 "EDPM" "TCEM" 3
-1462 "EF" "EFTF" 0
-1462 "EF" "EFSS" 1
-1462 "EDPM" "TCEM" 8
-1461 "EF" "EFTF" 0
-1461 "EF" "EFSS" 0
-1461 "EDPM" "TCEM" 9
-1460 "EF" "EFTF" 1
-1460 "EF" "EFSS" 0
-1460 "EDPM" "TCEM" 6
-1459 "EF" "EFTF" 0
-1459 "EF" "EFSS" 1
-1459 "EDPM" "TCEM" 3
-1458 "EF" "EFTF" 0
-1458 "EF" "EFSS" 0
-1458 "EDPM" "TCEM" 5
-1457 "EF" "EFTF" 0
-1457 "EF" "EFSS" 0
-1457 "EDPM" "TCEM" 6
-1456 "EF" "EFTF" 3
-1456 "EF" "EFSS" 0
-1456 "EDPM" "TCEM" 6
-1455 "EF" "EFTF" 0
-1455 "EF" "EFSS" 1
-1455 "EDPM" "TCEM" 4
-1454 "EF" "EFTF" 0
-1454 "EF" "EFSS" 0
-1454 "EDPM" "TCEM" 2
-1453 "EF" "EFTF" 0
-1453 "EF" "EFSS" 0
-1453 "EDPM" "TCEM" 5
-1452 "EF" "EFTF" 0
-1452 "EF" "EFSS" 0
-1452 "EDPM" "TCEM" 3
-1451 "EF" "EFTF" 1
-1451 "EF" "EFSS" 1
-1451 "EDPM" "TCEM" 6
-1450 "EF" "EFTF" 1
-1450 "EF" "EFSS" 0
-1450 "EDPM" "TCEM" 9
-1449 "EF" "EFTF" 0
-1449 "EF" "EFSS" 0
-1449 "EDPM" "TCEM" 4
-1448 "EF" "EFTF" 0
-1448 "EF" "EFSS" 0
-1448 "EDPM" "TCEM" 5
-1447 "EF" "EFTF" 0
-1447 "EF" "EFSS" 0
-1447 "EDPM" "TCEM" 3
-1446 "EF" "EFTF" 0
-1446 "EF" "EFSS" 2
-1446 "EDPM" "TCEM" 5
-1445 "EF" "EFTF" 0
-1445 "EF" "EFSS" 0
-1445 "EDPM" "TCEM" 11
-1444 "EF" "EFTF" 0
-1444 "EF" "EFSS" 0
-1444 "EDPM" "TCEM" 7
-1443 "EF" "EFTF" 0
-1443 "EF" "EFSS" 1
-1443 "EDPM" "TCEM" 8
-1442 "EF" "EFTF" 0
-1442 "EF" "EFSS" 1
-1442 "EDPM" "TCEM" 5
-1441 "EF" "EFTF" 0
-1441 "EF" "EFSS" 1
-1441 "EDPM" "TCEM" 8
-1440 "EF" "EFTF" 1
-1440 "EF" "EFSS" 1
-1440 "EDPM" "TCEM" 5
-1439 "EF" "EFTF" 0
-1439 "EF" "EFSS" 0
-1439 "EDPM" "TCEM" 6
-1438 "EF" "EFTF" 0
-1438 "EF" "EFSS" 0
-1438 "EDPM" "TCEM" 9
-1437 "EF" "EFTF" 0
-1437 "EF" "EFSS" 1
-1437 "EDPM" "TCEM" 5
-1436 "EF" "EFTF" 0
-1436 "EF" "EFSS" 1
-1436 "EDPM" "TCEM" 6
-1435 "EF" "EFTF" 1
-1435 "EF" "EFSS" 0
-1435 "EDPM" "TCEM" 4
-1434 "EF" "EFTF" 0
-1434 "EF" "EFSS" 0
-1434 "EDPM" "TCEM" 6
-1433 "EF" "EFTF" 1
-1433 "EF" "EFSS" 1
-1433 "EDPM" "TCEM" 12
-1432 "EF" "EFTF" 0
-1432 "EF" "EFSS" 0
-1432 "EDPM" "TCEM" 7
-1431 "EF" "EFTF" 1
-1431 "EF" "EFSS" 0
-1431 "EDPM" "TCEM" 5
-1430 "EF" "EFTF" 0
-1430 "EF" "EFSS" 0
-1430 "EDPM" "TCEM" 2
-1429 "EF" "EFTF" 1
-1429 "EF" "EFSS" 0
-1429 "EDPM" "TCEM" 6
-1428 "EF" "EFTF" 0
-1428 "EF" "EFSS" 0
-1428 "EDPM" "TCEM" 6
-1427 "EF" "EFTF" 0
-1427 "EF" "EFSS" 0
-1427 "EDPM" "TCEM" 3
-1426 "EF" "EFTF" 0
-1426 "EF" "EFSS" 0
-1426 "EDPM" "TCEM" 7
-1425 "EF" "EFTF" 1
-1425 "EF" "EFSS" 1
-1425 "EDPM" "TCEM" 3
-1424 "EF" "EFTF" 0
-1424 "EF" "EFSS" 0
-1424 "EDPM" "TCEM" 2
-1423 "EF" "EFTF" 0
-1423 "EF" "EFSS" 0
-1423 "EDPM" "TCEM" 8
-1422 "EF" "EFTF" 0
-1422 "EF" "EFSS" 0
-1422 "EDPM" "TCEM" 3
-1421 "EF" "EFTF" 0
-1421 "EF" "EFSS" 0
-1421 "EDPM" "TCEM" 4
-1420 "EF" "EFTF" 0
-1420 "EF" "EFSS" 0
-1420 "EDPM" "TCEM" 5
-1419 "EF" "EFTF" 0
-1419 "EF" "EFSS" 2
-1419 "EDPM" "TCEM" 8
-1418 "EF" "EFTF" 0
-1418 "EF" "EFSS" 0
-1418 "EDPM" "TCEM" 6
-1417 "EF" "EFTF" 0
-1417 "EF" "EFSS" 0
-1417 "EDPM" "TCEM" 2
-1416 "EF" "EFTF" 1
-1416 "EF" "EFSS" 0
-1416 "EDPM" "TCEM" 4
-1415 "EF" "EFTF" 1
-1415 "EF" "EFSS" 1
-1415 "EDPM" "TCEM" 7
-1414 "EF" "EFTF" 1
-1414 "EF" "EFSS" 0
-1414 "EDPM" "TCEM" 9
-1413 "EF" "EFTF" 0
-1413 "EF" "EFSS" 0
-1413 "EDPM" "TCEM" 4
-1412 "EF" "EFTF" 2
-1412 "EF" "EFSS" 1
-1412 "EDPM" "TCEM" 4
-1411 "EF" "EFTF" 0
-1411 "EF" "EFSS" 1
-1411 "EDPM" "TCEM" 4
-1410 "EF" "EFTF" 0
-1410 "EF" "EFSS" 0
-1410 "EDPM" "TCEM" 5
-1409 "EF" "EFTF" 0
-1409 "EF" "EFSS" 1
-1409 "EDPM" "TCEM" 9
-1408 "EF" "EFTF" 0
-1408 "EF" "EFSS" 0
-1408 "EDPM" "TCEM" 6
-1407 "EF" "EFTF" 1
-1407 "EF" "EFSS" 1
-1407 "EDPM" "TCEM" 5
-1406 "EF" "EFTF" 0
-1406 "EF" "EFSS" 0
-1406 "EDPM" "TCEM" 8
-1405 "EF" "EFTF" 0
-1405 "EF" "EFSS" 0
-1405 "EDPM" "TCEM" 2
-1404 "EF" "EFTF" 1
-1404 "EF" "EFSS" 0
-1404 "EDPM" "TCEM" 4
-1403 "EF" "EFTF" 1
-1403 "EF" "EFSS" 1
-1403 "EDPM" "TCEM" 7
-1402 "EF" "EFTF" 1
-1402 "EF" "EFSS" 0
-1402 "EDPM" "TCEM" 3
-1401 "EF" "EFTF" 0
-1401 "EF" "EFSS" 0
-1401 "EDPM" "TCEM" 3
-1400 "EF" "EFTF" 0
-1400 "EF" "EFSS" 0
-1400 "EDPM" "TCEM" 2
-1399 "EF" "EFTF" 0
-1399 "EF" "EFSS" 0
-1399 "EDPM" "TCEM" 5
-1398 "EF" "EFTF" 0
-1398 "EF" "EFSS" 0
-1398 "EDPM" "TCEM" 3
-1397 "EF" "EFTF" 0
-1397 "EF" "EFSS" 1
-1397 "EDPM" "TCEM" 9
-1396 "EF" "EFTF" 3
-1396 "EF" "EFSS" 1
-1396 "EDPM" "TCEM" 7
-1395 "EF" "EFTF" 0
-1395 "EF" "EFSS" 0
-1395 "EDPM" "TCEM" 5
-1394 "EF" "EFTF" 0
-1394 "EF" "EFSS" 0
-1394 "EDPM" "TCEM" 6
-1393 "EF" "EFTF" 0
-1393 "EF" "EFSS" 0
-1393 "EDPM" "TCEM" 5
-1392 "EF" "EFTF" 0
-1392 "EF" "EFSS" 0
-1392 "EDPM" "TCEM" 4
-1391 "EF" "EFTF" 0
-1391 "EF" "EFSS" 0
-1391 "EDPM" "TCEM" 12
-1390 "EF" "EFTF" 1
-1390 "EF" "EFSS" 1
-1390 "EDPM" "TCEM" 6
-1389 "EF" "EFTF" 1
-1389 "EF" "EFSS" 1
-1389 "EDPM" "TCEM" 3
-1388 "EF" "EFTF" 0
-1388 "EF" "EFSS" 0
-1388 "EDPM" "TCEM" 5
-1387 "EF" "EFTF" 0
-1387 "EF" "EFSS" 0
-1387 "EDPM" "TCEM" 7
-1386 "EF" "EFTF" 0
-1386 "EF" "EFSS" 0
-1386 "EDPM" "TCEM" 5
-1385 "EF" "EFTF" 1
-1385 "EF" "EFSS" 0
-1385 "EDPM" "TCEM" 3
-1384 "EF" "EFTF" 1
-1384 "EF" "EFSS" 2
-1384 "EDPM" "TCEM" 6
-1383 "EF" "EFTF" 1
-1383 "EF" "EFSS" 3
-1383 "EDPM" "TCEM" 2
-1382 "EF" "EFTF" 0
-1382 "EF" "EFSS" 0
-1382 "EDPM" "TCEM" 3
-1381 "EF" "EFTF" 0
-1381 "EF" "EFSS" 0
-1381 "EDPM" "TCEM" 5
-1380 "EF" "EFTF" 1
-1380 "EF" "EFSS" 1
-1380 "EDPM" "TCEM" 10
-1379 "EF" "EFTF" 0
-1379 "EF" "EFSS" 0
-1379 "EDPM" "TCEM" 11
-1378 "EF" "EFTF" 0
-1378 "EF" "EFSS" 0
-1378 "EDPM" "TCEM" 5
-1377 "EF" "EFTF" 2
-1377 "EF" "EFSS" 2
-1377 "EDPM" "TCEM" 9
-1376 "EF" "EFTF" 1
-1376 "EF" "EFSS" 1
-1376 "EDPM" "TCEM" 10
-1375 "EF" "EFTF" 0
-1375 "EF" "EFSS" 1
-1375 "EDPM" "TCEM" 6
-1374 "EF" "EFTF" 0
-1374 "EF" "EFSS" 1
-1374 "EDPM" "TCEM" 8
-1373 "EF" "EFTF" 2
-1373 "EF" "EFSS" 2
-1373 "EDPM" "TCEM" 7
-1372 "EF" "EFTF" 0
-1372 "EF" "EFSS" 2
-1372 "EDPM" "TCEM" 5
-1371 "EF" "EFTF" 0
-1371 "EF" "EFSS" 0
-1371 "EDPM" "TCEM" 11
-1370 "EF" "EFTF" 0
-1370 "EF" "EFSS" 0
-1370 "EDPM" "TCEM" 5
-1369 "EF" "EFTF" 0
-1369 "EF" "EFSS" 0
-1369 "EDPM" "TCEM" 4
-1368 "EF" "EFTF" 1
-1368 "EF" "EFSS" 0
-1368 "EDPM" "TCEM" 2
-1367 "EF" "EFTF" 0
-1367 "EF" "EFSS" 0
-1367 "EDPM" "TCEM" 4
-1366 "EF" "EFTF" 0
-1366 "EF" "EFSS" 0
-1366 "EDPM" "TCEM" 6
-1365 "EF" "EFTF" 0
-1365 "EF" "EFSS" 1
-1365 "EDPM" "TCEM" 5
-1364 "EF" "EFTF" 0
-1364 "EF" "EFSS" 0
-1364 "EDPM" "TCEM" 4
-1363 "EF" "EFTF" 1
-1363 "EF" "EFSS" 0
-1363 "EDPM" "TCEM" 6
-1362 "EF" "EFTF" 0
-1362 "EF" "EFSS" 0
-1362 "EDPM" "TCEM" 3
-1361 "EF" "EFTF" 0
-1361 "EF" "EFSS" 0
-1361 "EDPM" "TCEM" 3
-1360 "EF" "EFTF" 3
-1360 "EF" "EFSS" 1
-1360 "EDPM" "TCEM" 10
-1359 "EF" "EFTF" 0
-1359 "EF" "EFSS" 0
-1359 "EDPM" "TCEM" 10
-1358 "EF" "EFTF" 0
-1358 "EF" "EFSS" 0
-1358 "EDPM" "TCEM" 1
-1357 "EF" "EFTF" 0
-1357 "EF" "EFSS" 0
-1357 "EDPM" "TCEM" 6
-1356 "EF" "EFTF" 1
-1356 "EF" "EFSS" 0
-1356 "EDPM" "TCEM" 4
-1355 "EF" "EFTF" 1
-1355 "EF" "EFSS" 0
-1355 "EDPM" "TCEM" 3
-1354 "EF" "EFTF" 0
-1354 "EF" "EFSS" 1
-1354 "EDPM" "TCEM" 4
-1353 "EF" "EFTF" 0
-1353 "EF" "EFSS" 1
-1353 "EDPM" "TCEM" 9
-1352 "EF" "EFTF" 0
-1352 "EF" "EFSS" 0
-1352 "EDPM" "TCEM" 7
-1351 "EF" "EFTF" 0
-1351 "EF" "EFSS" 0
-1351 "EDPM" "TCEM" 7
-1350 "EF" "EFTF" 1
-1350 "EF" "EFSS" 0
-1350 "EDPM" "TCEM" 5
-1349 "EF" "EFTF" 0
-1349 "EF" "EFSS" 0
-1349 "EDPM" "TCEM" 3
-1348 "EF" "EFTF" 0
-1348 "EF" "EFSS" 1
-1348 "EDPM" "TCEM" 5
-1347 "EF" "EFTF" 0
-1347 "EF" "EFSS" 0
-1347 "EDPM" "TCEM" 2
-1346 "EF" "EFTF" 0
-1346 "EF" "EFSS" 0
-1346 "EDPM" "TCEM" 6
-1345 "EF" "EFTF" 0
-1345 "EF" "EFSS" 0
-1345 "EDPM" "TCEM" 5
-1344 "EF" "EFTF" 1
-1344 "EF" "EFSS" 1
-1344 "EDPM" "TCEM" 8
-1343 "EF" "EFTF" 0
-1343 "EF" "EFSS" 0
-1343 "EDPM" "TCEM" 1
-1342 "EF" "EFTF" 1
-1342 "EF" "EFSS" 0
-1342 "EDPM" "TCEM" 7
-1341 "EF" "EFTF" 0
-1341 "EF" "EFSS" 0
-1341 "EDPM" "TCEM" 5
-1340 "EF" "EFTF" 1
-1340 "EF" "EFSS" 1
-1340 "EDPM" "TCEM" 10
-1339 "EF" "EFTF" 0
-1339 "EF" "EFSS" 2
-1339 "EDPM" "TCEM" 4
-1338 "EF" "EFTF" 0
-1338 "EF" "EFSS" 0
-1338 "EDPM" "TCEM" 9
-1337 "EF" "EFTF" 0
-1337 "EF" "EFSS" 0
-1337 "EDPM" "TCEM" 6
-1336 "EF" "EFTF" 3
-1336 "EF" "EFSS" 0
-1336 "EDPM" "TCEM" 5
-1335 "EF" "EFTF" 1
-1335 "EF" "EFSS" 0
-1335 "EDPM" "TCEM" 7
-1334 "EF" "EFTF" 0
-1334 "EF" "EFSS" 0
-1334 "EDPM" "TCEM" 9
-1333 "EF" "EFTF" 1
-1333 "EF" "EFSS" 0
-1333 "EDPM" "TCEM" 7
-1332 "EF" "EFTF" 1
-1332 "EF" "EFSS" 1
-1332 "EDPM" "TCEM" 4
-1331 "EF" "EFTF" 2
-1331 "EF" "EFSS" 1
-1331 "EDPM" "TCEM" 4
-1330 "EF" "EFTF" 1
-1330 "EF" "EFSS" 0
-1330 "EDPM" "TCEM" 4
-1329 "EF" "EFTF" 1
-1329 "EF" "EFSS" 1
-1329 "EDPM" "TCEM" 12
-1328 "EF" "EFTF" 0
-1328 "EF" "EFSS" 0
-1328 "EDPM" "TCEM" 3
-1327 "EF" "EFTF" 0
-1327 "EF" "EFSS" 0
-1327 "EDPM" "TCEM" 7
-1326 "EF" "EFTF" 0
-1326 "EF" "EFSS" 0
-1326 "EDPM" "TCEM" 5
-1325 "EF" "EFTF" 1
-1325 "EF" "EFSS" 1
-1325 "EDPM" "TCEM" 7
-1324 "EF" "EFTF" 0
-1324 "EF" "EFSS" 0
-1324 "EDPM" "TCEM" 4
-1323 "EF" "EFTF" 0
-1323 "EF" "EFSS" 0
-1323 "EDPM" "TCEM" 3
-1322 "EF" "EFTF" 1
-1322 "EF" "EFSS" 1
-1322 "EDPM" "TCEM" 3
-1321 "EF" "EFTF" 0
-1321 "EF" "EFSS" 0
-1321 "EDPM" "TCEM" 4
-1320 "EF" "EFTF" 0
-1320 "EF" "EFSS" 0
-1320 "EDPM" "TCEM" 6
-1319 "EF" "EFTF" 0
-1319 "EF" "EFSS" 0
-1319 "EDPM" "TCEM" 5
-1318 "EF" "EFTF" 0
-1318 "EF" "EFSS" 1
-1318 "EDPM" "TCEM" 6
-1317 "EF" "EFTF" 2
-1317 "EF" "EFSS" 0
-1317 "EDPM" "TCEM" 6
-1316 "EF" "EFTF" 0
-1316 "EF" "EFSS" 0
-1316 "EDPM" "TCEM" 10
-1315 "EF" "EFTF" 0
-1315 "EF" "EFSS" 0
-1315 "EDPM" "TCEM" 5
-1314 "EF" "EFTF" 1
-1314 "EF" "EFSS" 2
-1314 "EDPM" "TCEM" 5
-1313 "EF" "EFTF" 0
-1313 "EF" "EFSS" 1
-1313 "EDPM" "TCEM" 6
-1312 "EF" "EFTF" 1
-1312 "EF" "EFSS" 0
-1312 "EDPM" "TCEM" 7
-1311 "EF" "EFTF" 1
-1311 "EF" "EFSS" 0
-1311 "EDPM" "TCEM" 7
-1310 "EF" "EFTF" 0
-1310 "EF" "EFSS" 1
-1310 "EDPM" "TCEM" 4
-1309 "EF" "EFTF" 1
-1309 "EF" "EFSS" 1
-1309 "EDPM" "TCEM" 8
-1308 "EF" "EFTF" 0
-1308 "EF" "EFSS" 1
-1308 "EDPM" "TCEM" 9
-1307 "EF" "EFTF" 0
-1307 "EF" "EFSS" 1
-1307 "EDPM" "TCEM" 7
-1306 "EF" "EFTF" 0
-1306 "EF" "EFSS" 1
-1306 "EDPM" "TCEM" 2
-1305 "EF" "EFTF" 1
-1305 "EF" "EFSS" 0
-1305 "EDPM" "TCEM" 8
-1304 "EF" "EFTF" 1
-1304 "EF" "EFSS" 0
-1304 "EDPM" "TCEM" 3
-1303 "EF" "EFTF" 0
-1303 "EF" "EFSS" 0
-1303 "EDPM" "TCEM" 3
-1302 "EF" "EFTF" 0
-1302 "EF" "EFSS" 0
-1302 "EDPM" "TCEM" 6
-1301 "EF" "EFTF" 0
-1301 "EF" "EFSS" 1
-1301 "EDPM" "TCEM" 5
-1300 "EF" "EFTF" 0
-1300 "EF" "EFSS" 0
-1300 "EDPM" "TCEM" 2
-1299 "EF" "EFTF" 0
-1299 "EF" "EFSS" 0
-1299 "EDPM" "TCEM" 2
