"t" "L1_cat" "L2_cat" "count"
-1091 "EDPM" "TCEM" 2
-1090 "EDPM" "TCEM" 0
-1089 "EDPM" "TCEM" 1
-1088 "EDPM" "TCEM" 4
-1087 "EDPM" "TCEM" 3
-1086 "EDPM" "TCEM" 1
-1085 "EDPM" "TCEM" 6
-1084 "EDPM" "TCEM" 4
-1083 "EDPM" "TCEM" 5
-1082 "EDPM" "TCEM" 2
-1081 "EDPM" "TCEM" 3
-1080 "EDPM" "TCEM" 3
-1079 "EDPM" "TCEM" 4
-1078 "EDPM" "TCEM" 4
-1077 "EDPM" "TCEM" 3
-1076 "EDPM" "TCEM" 1
-1075 "EDPM" "TCEM" 3
-1074 "EDPM" "TCEM" 0
-1073 "EDPM" "TCEM" 1
-1072 "EDPM" "TCEM" 0
-1071 "EDPM" "TCEM" 1
-1070 "EDPM" "TCEM" 6
-1069 "EDPM" "TCEM" 2
-1068 "EDPM" "TCEM" 3
-1067 "EDPM" "TCEM" 1
-1066 "EDPM" "TCEM" 2
-1065 "EDPM" "TCEM" 2
-1064 "EDPM" "TCEM" 2
-1063 "EDPM" "TCEM" 2
-1062 "EDPM" "TCEM" 1
-1061 "EDPM" "TCEM" 3
-1060 "EDPM" "TCEM" 2
-1059 "EDPM" "TCEM" 2
-1058 "EDPM" "TCEM" 0
-1057 "EDPM" "TCEM" 5
-1056 "EDPM" "TCEM" 1
-1055 "EDPM" "TCEM" 2
-1054 "EDPM" "TCEM" 1
-1053 "EDPM" "TCEM" 1
-1052 "EDPM" "TCEM" 2
-1051 "EDPM" "TCEM" 1
-1050 "EDPM" "TCEM" 0
-1049 "EDPM" "TCEM" 1
-1048 "EDPM" "TCEM" 2
-1047 "EDPM" "TCEM" 1
-1046 "EDPM" "TCEM" 1
-1045 "EDPM" "TCEM" 1
-1044 "EDPM" "TCEM" 0
-1043 "EDPM" "TCEM" 4
-1042 "EDPM" "TCEM" 2
-1041 "EDPM" "TCEM" 4
-1040 "EDPM" "TCEM" 3
-1039 "EDPM" "TCEM" 2
-1038 "EDPM" "TCEM" 3
-1037 "EDPM" "TCEM" 5
-1036 "EDPM" "TCEM" 1
-1035 "EDPM" "TCEM" 2
-1034 "EDPM" "TCEM" 1
-1033 "EDPM" "TCEM" 2
-1032 "EDPM" "TCEM" 1
-1031 "EDPM" "TCEM" 7
-1030 "EDPM" "TCEM" 1
-1029 "EDPM" "TCEM" 4
-1028 "EDPM" "TCEM" 0
-1027 "EDPM" "TCEM" 2
-1026 "EDPM" "TCEM" 0
-1025 "EDPM" "TCEM" 4
-1024 "EDPM" "TCEM" 3
-1023 "EDPM" "TCEM" 2
-1022 "EDPM" "TCEM" 5
-1021 "EDPM" "TCEM" 0
-1020 "EDPM" "TCEM" 3
-1019 "EDPM" "TCEM" 3
-1018 "EDPM" "TCEM" 1
-1017 "EDPM" "TCEM" 2
-1016 "EDPM" "TCEM" 0
-1015 "EDPM" "TCEM" 3
-1014 "EDPM" "TCEM" 2
-1013 "EDPM" "TCEM" 1
-1012 "EDPM" "TCEM" 2
-1011 "EDPM" "TCEM" 2
-1010 "EDPM" "TCEM" 2
-1009 "EDPM" "TCEM" 2
-1008 "EDPM" "TCEM" 3
-1007 "EDPM" "TCEM" 2
-1006 "EDPM" "TCEM" 3
-1005 "EDPM" "TCEM" 4
-1004 "EDPM" "TCEM" 2
-1003 "EDPM" "TCEM" 1
-1002 "EDPM" "TCEM" 1
-1001 "EDPM" "TCEM" 3
-1000 "EDPM" "TCEM" 1
-999 "EDPM" "TCEM" 3
-998 "EDPM" "TCEM" 0
-997 "EDPM" "TCEM" 2
-996 "EDPM" "TCEM" 2
-995 "EDPM" "TCEM" 4
-994 "EDPM" "TCEM" 4
-993 "EDPM" "TCEM" 2
-992 "EDPM" "TCEM" 2
-991 "EDPM" "TCEM" 2
-990 "EDPM" "TCEM" 1
-989 "EDPM" "TCEM" 4
-988 "EDPM" "TCEM" 1
-987 "EDPM" "TCEM" 3
-986 "EDPM" "TCEM" 3
-985 "EDPM" "TCEM" 1
-984 "EDPM" "TCEM" 2
-983 "EDPM" "TCEM" 0
-982 "EDPM" "TCEM" 1
-981 "EDPM" "TCEM" 2
-980 "EDPM" "TCEM" 0
-979 "EDPM" "TCEM" 4
-978 "EDPM" "TCEM" 0
-977 "EDPM" "TCEM" 1
-976 "EDPM" "TCEM" 2
-975 "EDPM" "TCEM" 5
-974 "EDPM" "TCEM" 2
-973 "EDPM" "TCEM" 0
-972 "EDPM" "TCEM" 3
-971 "EDPM" "TCEM" 1
-970 "EDPM" "TCEM" 1
-969 "EDPM" "TCEM" 4
-968 "EDPM" "TCEM" 2
-967 "EDPM" "TCEM" 4
-966 "EDPM" "TCEM" 0
-965 "EDPM" "TCEM" 1
-964 "EDPM" "TCEM" 1
-963 "EDPM" "TCEM" 4
-962 "EDPM" "TCEM" 3
-961 "EDPM" "TCEM" 1
-960 "EDPM" "TCEM" 1
-959 "EDPM" "TCEM" 2
-958 "EDPM" "TCEM" 2
-957 "EDPM" "TCEM" 5
-956 "EDPM" "TCEM" 7
-955 "EDPM" "TCEM" 1
-954 "EDPM" "TCEM" 1
-953 "EDPM" "TCEM" 1
-952 "EDPM" "TCEM" 1
-951 "EDPM" "TCEM" 3
-950 "EDPM" "TCEM" 5
-949 "EDPM" "TCEM" 0
-948 "EDPM" "TCEM" 2
-947 "EDPM" "TCEM" 3
-946 "EDPM" "TCEM" 1
-945 "EDPM" "TCEM" 4
-944 "EDPM" "TCEM" 3
-943 "EDPM" "TCEM" 2
-942 "EDPM" "TCEM" 2
-941 "EDPM" "TCEM" 4
-940 "EDPM" "TCEM" 1
-939 "EDPM" "TCEM" 1
-938 "EDPM" "TCEM" 2
-937 "EDPM" "TCEM" 4
-936 "EDPM" "TCEM" 4
-935 "EDPM" "TCEM" 2
-934 "EDPM" "TCEM" 2
-933 "EDPM" "TCEM" 2
-932 "EDPM" "TCEM" 1
-931 "EDPM" "TCEM" 2
-930 "EDPM" "TCEM" 2
-929 "EDPM" "TCEM" 1
-928 "EDPM" "TCEM" 2
-927 "EDPM" "TCEM" 1
-926 "EDPM" "TCEM" 1
-925 "EDPM" "TCEM" 5
-924 "EDPM" "TCEM" 3
-923 "EDPM" "TCEM" 2
-922 "EDPM" "TCEM" 4
-921 "EDPM" "TCEM" 3
-920 "EDPM" "TCEM" 0
-919 "EDPM" "TCEM" 1
-918 "EDPM" "TCEM" 1
-917 "EDPM" "TCEM" 2
-916 "EDPM" "TCEM" 2
-915 "EDPM" "TCEM" 1
-914 "EDPM" "TCEM" 2
-913 "EDPM" "TCEM" 3
-912 "EDPM" "TCEM" 3
-911 "EDPM" "TCEM" 1
-910 "EDPM" "TCEM" 6
-909 "EDPM" "TCEM" 2
-908 "EDPM" "TCEM" 2
-907 "EDPM" "TCEM" 4
-906 "EDPM" "TCEM" 2
-905 "EDPM" "TCEM" 1
-904 "EDPM" "TCEM" 2
-903 "EDPM" "TCEM" 2
-902 "EDPM" "TCEM" 1
-901 "EDPM" "TCEM" 1
-900 "EDPM" "TCEM" 4
-899 "EDPM" "TCEM" 4
-898 "EDPM" "TCEM" 0
-897 "EDPM" "TCEM" 1
-896 "EDPM" "TCEM" 4
-895 "EDPM" "TCEM" 3
-894 "EDPM" "TCEM" 2
-893 "EDPM" "TCEM" 1
-892 "EDPM" "TCEM" 1
-891 "EDPM" "TCEM" 3
-890 "EDPM" "TCEM" 3
-889 "EDPM" "TCEM" 0
-888 "EDPM" "TCEM" 4
-887 "EDPM" "TCEM" 3
-886 "EDPM" "TCEM" 1
-885 "EDPM" "TCEM" 1
-884 "EDPM" "TCEM" 2
-883 "EDPM" "TCEM" 2
-882 "EDPM" "TCEM" 1
-881 "EDPM" "TCEM" 4
-880 "EDPM" "TCEM" 7
-879 "EDPM" "TCEM" 2
-878 "EDPM" "TCEM" 0
-877 "EDPM" "TCEM" 3
-876 "EDPM" "TCEM" 2
-875 "EDPM" "TCEM" 1
-874 "EDPM" "TCEM" 0
-873 "EDPM" "TCEM" 2
-872 "EDPM" "TCEM" 2
-871 "EDPM" "TCEM" 3
-870 "EDPM" "TCEM" 3
-869 "EDPM" "TCEM" 2
-868 "EDPM" "TCEM" 2
-867 "EDPM" "TCEM" 3
-866 "EDPM" "TCEM" 3
-865 "EDPM" "TCEM" 3
-864 "EDPM" "TCEM" 4
-863 "EDPM" "TCEM" 2
-862 "EDPM" "TCEM" 2
-861 "EDPM" "TCEM" 1
-860 "EDPM" "TCEM" 3
-859 "EDPM" "TCEM" 2
-858 "EDPM" "TCEM" 4
-857 "EDPM" "TCEM" 2
-856 "EDPM" "TCEM" 2
-855 "EDPM" "TCEM" 3
-854 "EDPM" "TCEM" 1
-853 "EDPM" "TCEM" 2
-852 "EDPM" "TCEM" 1
-851 "EDPM" "TCEM" 3
-850 "EDPM" "TCEM" 4
-849 "EDPM" "TCEM" 2
-848 "EDPM" "TCEM" 1
-847 "EDPM" "TCEM" 2
-846 "EDPM" "TCEM" 1
-845 "EDPM" "TCEM" 1
-844 "EDPM" "TCEM" 0
-843 "EDPM" "TCEM" 2
-842 "EDPM" "TCEM" 2
-841 "EDPM" "TCEM" 3
-840 "EDPM" "TCEM" 3
-839 "EDPM" "TCEM" 4
-838 "EDPM" "TCEM" 3
-837 "EDPM" "TCEM" 1
-836 "EDPM" "TCEM" 1
-835 "EDPM" "TCEM" 2
-834 "EDPM" "TCEM" 3
-833 "EDPM" "TCEM" 6
-832 "EDPM" "TCEM" 2
-831 "EDPM" "TCEM" 3
-830 "EDPM" "TCEM" 5
-829 "EDPM" "TCEM" 3
-828 "EDPM" "TCEM" 3
-827 "EDPM" "TCEM" 0
-826 "EDPM" "TCEM" 3
-825 "EDPM" "TCEM" 5
-824 "EDPM" "TCEM" 1
-823 "EDPM" "TCEM" 4
-822 "EDPM" "TCEM" 2
-821 "EDPM" "TCEM" 0
-820 "EDPM" "TCEM" 1
-819 "EDPM" "TCEM" 5
-818 "EDPM" "TCEM" 4
-817 "EDPM" "TCEM" 4
-816 "EDPM" "TCEM" 1
-815 "EDPM" "TCEM" 4
-814 "EDPM" "TCEM" 4
-813 "EDPM" "TCEM" 3
-812 "EDPM" "TCEM" 1
-811 "EDPM" "TCEM" 3
-810 "EDPM" "TCEM" 2
-809 "EDPM" "TCEM" 2
-808 "EDPM" "TCEM" 3
-807 "EDPM" "TCEM" 1
-806 "EDPM" "TCEM" 1
-805 "EDPM" "TCEM" 4
-804 "EDPM" "TCEM" 5
-803 "EDPM" "TCEM" 3
-802 "EDPM" "TCEM" 2
-801 "EDPM" "TCEM" 6
-800 "EDPM" "TCEM" 3
-799 "EDPM" "TCEM" 0
-798 "EDPM" "TCEM" 2
-797 "EDPM" "TCEM" 2
-796 "EDPM" "TCEM" 4
-795 "EDPM" "TCEM" 2
-794 "EDPM" "TCEM" 3
-793 "EDPM" "TCEM" 2
-792 "EDPM" "TCEM" 1
-791 "EDPM" "TCEM" 1
-790 "EDPM" "TCEM" 2
-789 "EDPM" "TCEM" 3
-788 "EDPM" "TCEM" 2
-787 "EDPM" "TCEM" 2
-786 "EDPM" "TCEM" 3
-785 "EDPM" "TCEM" 4
-784 "EDPM" "TCEM" 4
-783 "EDPM" "TCEM" 2
-782 "EDPM" "TCEM" 3
-781 "EDPM" "TCEM" 3
-780 "EDPM" "TCEM" 1
-779 "EDPM" "TCEM" 3
-778 "EDPM" "TCEM" 4
-777 "EDPM" "TCEM" 2
-776 "EDPM" "TCEM" 4
-775 "EDPM" "TCEM" 0
-774 "EDPM" "TCEM" 2
-773 "EDPM" "TCEM" 3
-772 "EDPM" "TCEM" 3
-771 "EDPM" "TCEM" 3
-770 "EDPM" "TCEM" 3
-769 "EDPM" "TCEM" 0
-768 "EDPM" "TCEM" 3
-767 "EDPM" "TCEM" 4
-766 "EDPM" "TCEM" 4
-765 "EDPM" "TCEM" 1
-764 "EDPM" "TCEM" 1
-763 "EDPM" "TCEM" 1
-762 "EDPM" "TCEM" 0
-761 "EDPM" "TCEM" 2
-760 "EDPM" "TCEM" 1
-759 "EDPM" "TCEM" 4
-758 "EDPM" "TCEM" 3
-757 "EDPM" "TCEM" 1
-756 "EDPM" "TCEM" 2
-755 "EDPM" "TCEM" 1
-754 "EDPM" "TCEM" 1
-753 "EDPM" "TCEM" 2
-752 "EDPM" "TCEM" 0
-751 "EDPM" "TCEM" 4
-750 "EDPM" "TCEM" 3
-749 "EDPM" "TCEM" 3
-748 "EDPM" "TCEM" 3
-747 "EDPM" "TCEM" 3
-746 "EDPM" "TCEM" 4
-745 "EDPM" "TCEM" 0
-744 "EDPM" "TCEM" 3
-743 "EDPM" "TCEM" 1
-742 "EDPM" "TCEM" 3
-741 "EDPM" "TCEM" 2
-740 "EDPM" "TCEM" 3
-739 "EDPM" "TCEM" 2
-738 "EDPM" "TCEM" 7
-737 "EDPM" "TCEM" 2
-736 "EDPM" "TCEM" 2
-735 "EDPM" "TCEM" 3
-734 "EDPM" "TCEM" 5
-733 "EDPM" "TCEM" 4
-732 "EDPM" "TCEM" 2
-731 "EDPM" "TCEM" 3
-730 "EDPM" "TCEM" 3
-729 "EDPM" "TCEM" 2
-728 "EDPM" "TCEM" 4
-727 "EDPM" "TCEM" 1
-726 "EDPM" "TCEM" 1
-725 "EDPM" "TCEM" 6
-724 "EDPM" "TCEM" 1
-723 "EDPM" "TCEM" 4
-722 "EDPM" "TCEM" 1
-721 "EDPM" "TCEM" 2
-720 "EDPM" "TCEM" 1
-719 "EDPM" "TCEM" 3
-718 "EDPM" "TCEM" 6
-717 "EDPM" "TCEM" 3
-716 "EDPM" "TCEM" 3
-715 "EDPM" "TCEM" 4
-714 "EDPM" "TCEM" 1
-713 "EDPM" "TCEM" 0
-712 "EDPM" "TCEM" 4
-711 "EDPM" "TCEM" 3
-710 "EDPM" "TCEM" 0
-709 "EDPM" "TCEM" 4
-708 "EDPM" "TCEM" 3
-707 "EDPM" "TCEM" 2
-706 "EDPM" "TCEM" 3
-705 "EDPM" "TCEM" 4
-704 "EDPM" "TCEM" 4
-703 "EDPM" "TCEM" 3
-702 "EDPM" "TCEM" 1
-701 "EDPM" "TCEM" 1
-700 "EDPM" "TCEM" 3
-699 "EDPM" "TCEM" 2
-698 "EDPM" "TCEM" 3
-697 "EDPM" "TCEM" 1
-696 "EDPM" "TCEM" 1
-695 "EDPM" "TCEM" 2
-694 "EDPM" "TCEM" 3
-693 "EDPM" "TCEM" 6
-692 "EDPM" "TCEM" 0
-691 "EDPM" "TCEM" 6
-690 "EDPM" "TCEM" 5
-689 "EDPM" "TCEM" 1
-688 "EDPM" "TCEM" 4
-687 "EDPM" "TCEM" 3
-686 "EDPM" "TCEM" 1
-685 "EDPM" "TCEM" 1
-684 "EDPM" "TCEM" 3
-683 "EDPM" "TCEM" 3
-682 "EDPM" "TCEM" 1
-681 "EDPM" "TCEM" 1
-680 "EDPM" "TCEM" 1
-679 "EDPM" "TCEM" 1
-678 "EDPM" "TCEM" 0
-677 "EDPM" "TCEM" 4
-676 "EDPM" "TCEM" 1
-675 "EDPM" "TCEM" 4
-674 "EDPM" "TCEM" 2
-673 "EDPM" "TCEM" 5
-672 "EDPM" "TCEM" 4
-671 "EDPM" "TCEM" 1
-670 "EDPM" "TCEM" 0
-669 "EDPM" "TCEM" 5
-668 "EDPM" "TCEM" 2
-667 "EDPM" "TCEM" 3
-666 "EDPM" "TCEM" 4
-665 "EDPM" "TCEM" 4
-664 "EDPM" "TCEM" 3
-663 "EDPM" "TCEM" 4
-662 "EDPM" "TCEM" 6
-661 "EDPM" "TCEM" 3
-660 "EDPM" "TCEM" 2
-659 "EDPM" "TCEM" 1
-658 "EDPM" "TCEM" 3
-657 "EDPM" "TCEM" 4
-656 "EDPM" "TCEM" 1
-655 "EDPM" "TCEM" 3
-654 "EDPM" "TCEM" 4
-653 "EDPM" "TCEM" 1
-652 "EDPM" "TCEM" 1
-651 "EDPM" "TCEM" 1
-650 "EDPM" "TCEM" 3
-649 "EDPM" "TCEM" 3
-648 "EDPM" "TCEM" 4
-647 "EDPM" "TCEM" 4
-646 "EDPM" "TCEM" 0
-645 "EDPM" "TCEM" 3
-644 "EDPM" "TCEM" 2
-643 "EDPM" "TCEM" 3
-642 "EDPM" "TCEM" 2
-641 "EDPM" "TCEM" 3
-640 "EDPM" "TCEM" 4
-639 "EDPM" "TCEM" 2
-638 "EDPM" "TCEM" 3
-637 "EDPM" "TCEM" 3
-636 "EDPM" "TCEM" 3
-635 "EDPM" "TCEM" 3
-634 "EDPM" "TCEM" 1
-633 "EDPM" "TCEM" 2
-632 "EDPM" "TCEM" 3
-631 "EDPM" "TCEM" 3
-630 "EDPM" "TCEM" 2
-629 "EDPM" "TCEM" 1
-628 "EDPM" "TCEM" 0
-627 "EDPM" "TCEM" 2
-626 "EDPM" "TCEM" 4
-625 "EDPM" "TCEM" 4
-624 "EDPM" "TCEM" 6
-623 "EDPM" "TCEM" 2
-622 "EDPM" "TCEM" 2
-621 "EDPM" "TCEM" 4
-620 "EDPM" "TCEM" 2
-619 "EDPM" "TCEM" 7
-618 "EDPM" "TCEM" 3
-617 "EDPM" "TCEM" 6
-616 "EDPM" "TCEM" 1
-615 "EDPM" "TCEM" 2
-614 "EDPM" "TCEM" 6
-613 "EDPM" "TCEM" 5
-612 "EDPM" "TCEM" 2
-611 "EDPM" "TCEM" 3
-610 "EDPM" "TCEM" 3
-609 "EDPM" "TCEM" 1
-608 "EDPM" "TCEM" 6
-607 "EDPM" "TCEM" 3
-606 "EDPM" "TCEM" 8
-605 "EDPM" "TCEM" 2
-604 "EDPM" "TCEM" 0
-603 "EDPM" "TCEM" 1
-602 "EDPM" "TCEM" 1
-601 "EDPM" "TCEM" 5
-600 "EDPM" "TCEM" 3
-599 "EDPM" "TCEM" 2
-598 "EDPM" "TCEM" 2
-597 "EDPM" "TCEM" 2
-596 "EDPM" "TCEM" 3
-595 "EDPM" "TCEM" 6
-594 "EDPM" "TCEM" 4
-593 "EDPM" "TCEM" 2
-592 "EDPM" "TCEM" 4
-591 "EDPM" "TCEM" 2
-590 "EDPM" "TCEM" 0
-589 "EDPM" "TCEM" 2
-588 "EDPM" "TCEM" 3
-587 "EDPM" "TCEM" 1
-586 "EDPM" "TCEM" 3
-585 "EDPM" "TCEM" 3
-584 "EDPM" "TCEM" 2
-583 "EDPM" "TCEM" 0
-582 "EDPM" "TCEM" 3
-581 "EDPM" "TCEM" 4
-580 "EDPM" "TCEM" 1
-579 "EDPM" "TCEM" 3
-578 "EDPM" "TCEM" 3
-577 "EDPM" "TCEM" 3
-576 "EDPM" "TCEM" 2
-575 "EDPM" "TCEM" 0
-574 "EDPM" "TCEM" 2
-573 "EDPM" "TCEM" 2
-572 "EDPM" "TCEM" 4
-571 "EDPM" "TCEM" 3
-570 "EDPM" "TCEM" 5
-569 "EDPM" "TCEM" 3
-568 "EDPM" "TCEM" 3
-567 "EDPM" "TCEM" 3
-566 "EDPM" "TCEM" 1
-565 "EDPM" "TCEM" 3
-564 "EDPM" "TCEM" 4
-563 "EDPM" "TCEM" 3
-562 "EDPM" "TCEM" 2
-561 "EDPM" "TCEM" 2
-560 "EDPM" "TCEM" 1
-559 "EDPM" "TCEM" 1
-558 "EDPM" "TCEM" 8
-557 "EDPM" "TCEM" 3
-556 "EDPM" "TCEM" 3
-555 "EDPM" "TCEM" 2
-554 "EDPM" "TCEM" 3
-553 "EDPM" "TCEM" 4
-552 "EDPM" "TCEM" 9
-551 "EDPM" "TCEM" 2
-550 "EDPM" "TCEM" 4
-549 "EDPM" "TCEM" 2
-548 "EDPM" "TCEM" 3
-547 "EDPM" "TCEM" 2
-546 "EDPM" "TCEM" 1
-545 "EDPM" "TCEM" 5
-544 "EDPM" "TCEM" 1
-543 "EDPM" "TCEM" 2
-542 "EDPM" "TCEM" 1
-541 "EDPM" "TCEM" 1
-540 "EDPM" "TCEM" 5
-539 "EDPM" "TCEM" 0
-538 "EDPM" "TCEM" 2
-537 "EDPM" "TCEM" 1
-536 "EDPM" "TCEM" 4
-535 "EDPM" "TCEM" 1
-534 "EDPM" "TCEM" 4
-533 "EDPM" "TCEM" 2
-532 "EDPM" "TCEM" 3
-531 "EDPM" "TCEM" 3
-530 "EDPM" "TCEM" 3
-529 "EDPM" "TCEM" 5
-528 "EDPM" "TCEM" 4
-527 "EDPM" "TCEM" 0
-526 "EDPM" "TCEM" 2
-525 "EDPM" "TCEM" 6
-524 "EDPM" "TCEM" 3
-523 "EDPM" "TCEM" 1
-522 "EDPM" "TCEM" 3
-521 "EDPM" "TCEM" 4
-520 "EDPM" "TCEM" 3
-519 "EDPM" "TCEM" 3
-518 "EDPM" "TCEM" 4
-517 "EDPM" "TCEM" 4
-516 "EDPM" "TCEM" 3
-515 "EDPM" "TCEM" 0
-514 "EDPM" "TCEM" 4
-513 "EDPM" "TCEM" 2
-512 "EDPM" "TCEM" 4
-511 "EDPM" "TCEM" 4
-510 "EDPM" "TCEM" 4
-509 "EDPM" "TCEM" 5
-508 "EDPM" "TCEM" 3
-507 "EDPM" "TCEM" 2
-506 "EDPM" "TCEM" 3
-505 "EDPM" "TCEM" 4
-504 "EDPM" "TCEM" 6
-503 "EDPM" "TCEM" 4
-502 "EDPM" "TCEM" 1
-501 "EDPM" "TCEM" 3
-500 "EDPM" "TCEM" 3
-499 "EDPM" "TCEM" 3
-498 "EDPM" "TCEM" 2
-497 "EDPM" "TCEM" 3
-496 "EDPM" "TCEM" 2
-495 "EDPM" "TCEM" 3
-494 "EDPM" "TCEM" 6
-493 "EDPM" "TCEM" 4
-492 "EDPM" "TCEM" 3
-491 "EDPM" "TCEM" 5
-490 "EDPM" "TCEM" 3
-489 "EDPM" "TCEM" 5
-488 "EDPM" "TCEM" 3
-487 "EDPM" "TCEM" 4
-486 "EDPM" "TCEM" 5
-485 "EDPM" "TCEM" 1
-484 "EDPM" "TCEM" 5
-483 "EDPM" "TCEM" 2
-482 "EDPM" "TCEM" 4
-481 "EDPM" "TCEM" 1
-480 "EDPM" "TCEM" 4
-479 "EDPM" "TCEM" 2
-478 "EDPM" "TCEM" 2
-477 "EDPM" "TCEM" 6
-476 "EDPM" "TCEM" 6
-475 "EDPM" "TCEM" 4
-474 "EDPM" "TCEM" 3
-473 "EDPM" "TCEM" 1
-472 "EDPM" "TCEM" 3
-471 "EDPM" "TCEM" 6
-470 "EDPM" "TCEM" 1
-469 "EDPM" "TCEM" 2
-468 "EDPM" "TCEM" 5
-467 "EDPM" "TCEM" 2
-466 "EDPM" "TCEM" 2
-465 "EDPM" "TCEM" 2
-464 "EDPM" "TCEM" 1
-463 "EDPM" "TCEM" 4
-462 "EDPM" "TCEM" 7
-461 "EDPM" "TCEM" 3
-460 "EDPM" "TCEM" 3
-459 "EDPM" "TCEM" 0
-458 "EDPM" "TCEM" 3
-457 "EDPM" "TCEM" 2
-456 "EDPM" "TCEM" 2
-455 "EDPM" "TCEM" 1
-454 "EDPM" "TCEM" 1
-453 "EDPM" "TCEM" 4
-452 "EDPM" "TCEM" 3
-451 "EDPM" "TCEM" 5
-450 "EDPM" "TCEM" 2
-449 "EDPM" "TCEM" 1
-448 "EDPM" "TCEM" 4
-447 "EDPM" "TCEM" 1
-446 "EDPM" "TCEM" 2
-445 "EDPM" "TCEM" 3
-444 "EDPM" "TCEM" 2
-443 "EDPM" "TCEM" 0
-442 "EDPM" "TCEM" 4
-441 "EDPM" "TCEM" 1
-440 "EDPM" "TCEM" 1
-439 "EDPM" "TCEM" 3
-438 "EDPM" "TCEM" 6
-437 "EDPM" "TCEM" 3
-436 "EDPM" "TCEM" 4
-435 "EDPM" "TCEM" 3
-434 "EDPM" "TCEM" 1
-433 "EDPM" "TCEM" 5
-432 "EDPM" "TCEM" 3
-431 "EDPM" "TCEM" 2
-430 "EDPM" "TCEM" 1
-429 "EDPM" "TCEM" 6
-428 "EDPM" "TCEM" 0
-427 "EDPM" "TCEM" 3
-426 "EDPM" "TCEM" 2
-425 "EDPM" "TCEM" 0
-424 "EDPM" "TCEM" 3
-423 "EDPM" "TCEM" 3
-422 "EDPM" "TCEM" 5
-421 "EDPM" "TCEM" 3
-420 "EDPM" "TCEM" 1
-419 "EDPM" "TCEM" 5
-418 "EDPM" "TCEM" 5
-417 "EDPM" "TCEM" 2
-416 "EDPM" "TCEM" 3
-415 "EDPM" "TCEM" 3
-414 "EDPM" "TCEM" 3
-413 "EDPM" "TCEM" 3
-412 "EDPM" "TCEM" 1
-411 "EDPM" "TCEM" 6
-410 "EDPM" "TCEM" 3
-409 "EDPM" "TCEM" 6
-408 "EDPM" "TCEM" 2
-407 "EDPM" "TCEM" 1
-406 "EDPM" "TCEM" 4
-405 "EDPM" "TCEM" 4
-404 "EDPM" "TCEM" 2
-403 "EDPM" "TCEM" 3
-402 "EDPM" "TCEM" 4
-401 "EDPM" "TCEM" 6
-400 "EDPM" "TCEM" 5
-399 "EDPM" "TCEM" 3
-398 "EDPM" "TCEM" 0
-397 "EDPM" "TCEM" 5
-396 "EDPM" "TCEM" 3
-395 "EDPM" "TCEM" 5
-394 "EDPM" "TCEM" 3
-393 "EDPM" "TCEM" 4
-392 "EDPM" "TCEM" 2
-391 "EDPM" "TCEM" 4
-390 "EDPM" "TCEM" 1
-389 "EDPM" "TCEM" 2
-388 "EDPM" "TCEM" 2
-387 "EDPM" "TCEM" 0
-386 "EDPM" "TCEM" 0
-385 "EDPM" "TCEM" 3
-384 "EDPM" "TCEM" 5
-383 "EDPM" "TCEM" 1
-382 "EDPM" "TCEM" 3
-381 "EDPM" "TCEM" 2
-380 "EDPM" "TCEM" 1
-379 "EDPM" "TCEM" 3
-378 "EDPM" "TCEM" 2
-377 "EDPM" "TCEM" 1
-376 "EDPM" "TCEM" 5
-375 "EDPM" "TCEM" 2
-374 "EDPM" "TCEM" 2
-373 "EDPM" "TCEM" 1
-372 "EDPM" "TCEM" 3
-371 "EDPM" "TCEM" 6
-370 "EDPM" "TCEM" 1
-369 "EDPM" "TCEM" 4
-368 "EDPM" "TCEM" 2
-367 "EDPM" "TCEM" 2
-366 "EDPM" "TCEM" 2
-365 "EDPM" "TCEM" 5
-364 "EDPM" "TCEM" 4
-363 "EDPM" "TCEM" 2
-362 "EDPM" "TCEM" 3
-361 "EDPM" "TCEM" 5
-360 "EDPM" "TCEM" 1
-359 "EDPM" "TCEM" 7
-358 "EDPM" "TCEM" 0
-357 "EDPM" "TCEM" 4
-356 "EDPM" "TCEM" 3
-355 "EDPM" "TCEM" 4
-354 "EDPM" "TCEM" 5
-353 "EDPM" "TCEM" 7
-352 "EDPM" "TCEM" 1
-351 "EDPM" "TCEM" 5
-350 "EDPM" "TCEM" 3
-349 "EDPM" "TCEM" 3
-348 "EDPM" "TCEM" 5
-347 "EDPM" "TCEM" 3
-346 "EDPM" "TCEM" 4
-345 "EDPM" "TCEM" 3
-344 "EDPM" "TCEM" 3
-343 "EDPM" "TCEM" 2
-342 "EDPM" "TCEM" 1
-341 "EDPM" "TCEM" 1
-340 "EDPM" "TCEM" 3
-339 "EDPM" "TCEM" 2
-338 "EDPM" "TCEM" 1
-337 "EDPM" "TCEM" 4
-336 "EDPM" "TCEM" 3
-335 "EDPM" "TCEM" 0
-334 "EDPM" "TCEM" 2
-333 "EDPM" "TCEM" 4
-332 "EDPM" "TCEM" 3
-331 "EDPM" "TCEM" 5
-330 "EDPM" "TCEM" 1
-329 "EDPM" "TCEM" 3
-328 "EDPM" "TCEM" 0
-327 "EDPM" "TCEM" 1
-326 "EDPM" "TCEM" 2
-325 "EDPM" "TCEM" 4
-324 "EDPM" "TCEM" 3
-323 "EDPM" "TCEM" 5
-322 "EDPM" "TCEM" 4
-321 "EDPM" "TCEM" 3
